<<<<<<< Updated upstream
Nome da Vaga;Nome da Empresa;Nível de Experiência;Data de Publicação;Faixa Salarial;Localização;Modelo Contratual;Benefícios;Descrição do Cargo;Descrição da Empresa
Executivo de Vendas;Atex do Brasil;Pleno;Publicada em 24/09/2024;a combinar;Cascavel;Regime CLT;Assistência médica + Auxílio academia + Auxílio combustível + Programa de remuneração variável + Seguro de vida + Vale-alimentação;Atividades:     Requisitos:     Atitudes importantes do profissional: Resiliência, Comprometimento, Foco em Resultado, Boa Comunicação, Planejamento, Negociação e Proatividade.   Demais informações: Salário fixo + comissão.  Assistência Médica / Medicina em grupo, Carro fornecido pela empresa, Celular fornecido pela empresa, Combustível, Seguro de vida em grupo, Tíquete-alimentação, Tíquete-refeição, Gympass.;Líder na América Latina, a Atex do Brasil é referência em soluções para lajes nervuradas. Fundada em 1991 por meio de uma joint venture entre empresários brasileiros e portugueses, a Atex foi pioneira ao trazer a tecnologia da Inglaterra para o Brasil e oferece hoje 127 modelos de fôrmas com a maior diversidade e qualidade de opções do mercado.  O histórico de inovação da Atex se estendeu também ao fornecimento de meia fôrma, ao sistema de fôrmas plásticas utilizados em projetos de laje maciça e das fôrmas plásticas para criar furos horizontais em laje nervurada que aumentam a produtividade da obra e permitem grandes economias de concreto e aço. Possui fabricação própria dos seus produtos e quatorze unidades estrategicamente localizadas. Todo projeto encontra uma solução inteligente e econômica com as fôrmas Atex.
Executivo de Vendas;Confidencial;Pleno;Publicada em 26/09/2024;a combinar;Rio Grande do Norte;Regime CLT;Assistência médica + Auxílio academia + Auxílio combustível + Programa de remuneração variável + Seguro de vida + Vale-alimentação;Atividades:      Requisitos:      Atitudes importantes do profissional: Resiliência, Comprometimento, Foco em Resultado, Boa Comunicação, Planejamento, Negociação e Proatividade.   Demais informações: Salário fixo + comissão.  Assistência Médica / Medicina em grupo, Carro fornecido pela empresa, Celular fornecido pela empresa, Combustível, Seguro de vida em grupo, Tíquete-alimentação, Tíquete-refeição, Gympass.;
Executivo de Vendas;Confidencial;Pleno;Publicada em 06/09/2024;a combinar;Cuiabá;Regime CLT;Assistência médica + Auxílio academia + Auxílio combustível + Programa de remuneração variável + Seguro de vida + Vale-alimentação;  Requisitos:    Atitudes importantes do profissional: Resiliência, Comprometimento, Foco em Resultado, Boa Comunicação, Planejamento, Negociação e Proatividade.   Demais informações: Salário fixo + comissão.  Assistência Médica / Medicina em grupo, Carro fornecido pela empresa, Celular fornecido pela empresa, Combustível, Seguro de vida em grupo, Tíquete-alimentação, Tíquete-refeição, Gympass.;
Executivo de Vendas;Confidencial;Pleno;Publicada em 01/10/2024;a combinar;Porto Alegre;Regime CLT;Assistência médica + Auxílio academia + Auxílio combustível + Programa de remuneração variável + Seguro de vida + Vale-alimentação;Atividades:   Requisitos:   Atitudes importantes do profissional: Resiliência, Comprometimento, Foco em Resultado, Boa Comunicação, Planejamento, Negociação e Proatividade.   Demais informações: Salário fixo + comissão.  Assistência Médica / Medicina em grupo, Carro fornecido pela empresa, Celular fornecido pela empresa, Combustível, Seguro de vida em grupo, Tíquete-alimentação, Tíquete-refeição, Gympass.;
Analista de Projetos Billingue (Temporário);CTC Tech;Sênior;Publicada em 19/09/2024;a combinar;100% Home Office;Temporário;; Sobre a CTC  A CTC é uma empresa especializada em soluções de tecnologia e outsourcing para o mercado privado e governo. São mais de 30 anos de experiência em projetos de missão crítica para grandes clientes em todos os segmentos, em especial para o segmento de saúde. Estamos presentes em todo o território nacional com cerca de 1.300 Colaboradores e somos destaque como um dos melhores lugares para trabalhar com o selo GPTW, garantindo, também, um ambiente que promova a Diversidade e Inclusão, buscando aumentar a participação de grupos minoritários.;
Assistente de Análise de Dados;Grupo SERES;Júnior/ Trainee;Publicada em 20/09/2024;a combinar;Rio de Janeiro;Regime CLT;; O Grupo Seres com 60 anos de existência é uma das principais consultorias de Recursos Humanos do Brasil. Atuamos em todo o país atendendo empresas multinacionais e nacionais em diversos segmentos. Nosso propósito é conectar pessoas e organizações por meio de atendimento humanizado, processos customizados, ampla abrangência e eficiência.;
Analista Analise de Dados Sr;SulAmérica;Sênior;Publicada em 25/09/2024;a combinar;São Paulo;Regime CLT;Assistência médica + Assistência odontológica + Auxílio creche + Participação nos Lucros ou Resultados + Previdência privada + Seguro de vida;"- Geração das informações regulatórias a serem enviadas - Manipulação de informações em diferentes estruturas de bancos de dados; - Análises de dados, buscando criação de controles para validação dos dados; - Interação entre processos operacionais e tecnológicos da BU; - Conhecimento de Quadros Estatísticos, FIP e RO; (desejável) - Interação com diferentes áreas da companhias para validação de dados e solução de críticas (Produtos, Contabilidade, Comercial, Operações, Compliance etc.). - Capacidade de mapeamento de processo de informações e banco de dados -Conhecimento da resolução SUSEP para o SRO  - Ensino superior em estatística, atuária, matemática ou afins. - Experiência com ferramentas de repositório de dados. - Conhecimento sobre seguros de vida e previdência. - Desejável experiência com rotinas regulatórias como carga de FIP, RO e Quadro estatístico. - Conhecimento de pacote office (Excel avançado).  Desejável -Conhecimento em SAS. ";A SulAmérica há mais de 125 anos se dedica a entregar Saúde Integral para mais de 7 milhões de clientes por meio de produtos e serviços de Saúde, Odonto, Vida, Previdência e Investimentos. Temos como missão melhorar a vida das pessoas, oferecendo apoio, segurança e autonomia em cada momento e decisão de saúde física, emocional e financeira. Para isso, contamos com mais de 4 mil colaboradores(as) engajados(as) e comprometidos(as).  Acreditamos que por meio da inclusão e da diversidade construímos um ambiente seguro e de pertencimento que valoriza e respeita as pessoas integralmente. Assim, incentivamos a candidatura de pessoas com deficiência, de diferentes raças e etnias, gêneros, orientações sexuais, identidades de gênero e gerações para todas as nossas vagas.
Estágio em Análise de Dados;Abbott;Estágio;Publicada há 5 dias;a combinar;São Paulo;Estágio;Assistência médica + Assistência odontológica + Café da manhã + Massoterapia + Refeitório;Com o Estágio em Análise de Dados, você terá a chance de apoiar as atividades da área vascular na preparação e extração de dados, desenvolvimento de dashboards e análise de relatórios do Salesforce e Power BI para todas as regiões CALA.  O que você vai fazer  Inglês - Nível Intermediário Qualificações necessárias ;A Abbott é uma empresa líder global de cuidados para a saúde que ajuda as pessoas a viver da melhor maneira possível, em todas as fases da vida. Nosso portfólio de tecnologias inovadoras que transformam a vida das pessoas abrange negócios e produtos líderes em diagnósticos, dispositivos médicos, produtos nutricionais e medicamentos de marca. Nossos 114 mil colaboradores trabalham para ajudar as pessoas em mais de 160 países. www.abbottbrasil.com.br Facebook/Abbott Brasil LinkedIn e Twitter @AbbottNews. 
Analista Fiscal | Análise de Dados;Confidencial;Júnior/ Trainee;Publicada em 26/09/2024;a combinar;Rio de Janeiro;Regime CLT;;;
Bolsista Graduado [ti, Engenharia da Computação, Análise de Dados] Indorama;IEL /SP - Inova Talentos;Júnior/ Trainee;Publicada em 24/09/2024;a combinar;Todo o Brasil;Temporário;; O INOVA Talentos é um programa que visa ampliar o número de profissionais qualificados em atividades de inovação no setor empresarial brasileiro.  Estimular a indústria brasileira a manter-se competitiva, diversificada e inovadora é o caminho para o desenvolvimento sustentado do país. O Programa INOVA Talentos foi idealizado sobre esses conceitos, com o objetivo de incentivar a criação de projetos de inovação nas empresas e institutos privados de pesquisa e desenvolvimento (P&D). A ideia é simples: selecionar, capacitar e inserir no mercado profissionais para exercerem atividades de inovação.  http://www.portaldaindustria.com.br/inovatalentos;
Estágio em Análise e Desenvolvimento de Sistemas;Fundação Getulio Vargas;Estágio;Publicada em 27/09/2024;R$ 1.400;Rio de Janeiro;Estágio;Restaurante interno + Vale-transporte;"Rodagem dos instrumentos de obtenção de informações da internet (scripts/robôs); Monitoramento de forma, ao final da rodagem (checklist) – logs de coleta, verificação de prints (forma) e volume de faltas; Automatização de coletas manuais; Visualização e monitoramento dos dados (perspectiva qualidade da coleta); Extração de dados, análise (perspectiva coleta), mineração de textos;  Experiência com programação em Python; Experiência com API; Experiência com Crawler ou Webscrapping";MISSÃO Estimular o desenvolvimento socioeconômico nacional. VISÃO Ser reconhecida como instituição inovadora, comprometida com o desenvolvimento nacional, pela formação de uma elite acadêmica, pela geração de bens públicos nas áreas sociais e afins, garantindo a sua sustentabilidade econômica com a prestação de serviços de qualidade e elevado padrão ético.
Analista de Dados Pleno;J&T Express;Pleno;Publicada em 12/09/2024;a combinar;São Paulo;Regime CLT;Assistência médica + Assistência odontológica + Auxílio academia + Auxílio farmácia + Seguro de vida + Vale-alimentação;Coleta e Integração de Dados: Extrair e integrar dados de vários sistemas operacionais (como sistemas de gestão de armazéns e sistemas de gestão de transporte), garantindo a integridade e precisão dos dados. Manter o armazém de dados, otimizando a estrutura de dados para facilitar o acesso e a análise. Análise Avançada de Dados e Modelagem: Realizar análises de dados complexas, utilizando modelos estatísticos e técnicas de aprendizado de máquina para identificar tendências e problemas operacionais críticos. Apoiar o planejamento operacional e a tomada de decisões com modelagem de dados e análises preditivas. Monitoramento de Desempenho e Relatórios: Projetar e monitorar indicadores-chave de desempenho (KPIs), como tempo de processamento de pedidos, precisão, custos de transporte, entre outros. Criar e manter dashboards dinâmicos que exibam o status operacional em tempo real e gerar relatórios detalhados periodicamente. Otimização de Processos e Resolução de Problemas: Com base na análise de dados, propor sugestões para otimizar os processos operacionais do centro de transbordo, melhorando a eficiência e reduzindo custos. Identificar e analisar anomalias e gargalos operacionais, fornecendo e implementando soluções. Análise de Custos e Apoio ao Orçamento: Analisar a relação custo-benefício das atividades operacionais, auxiliando na elaboração do orçamento e no controle de custos. Realizar previsões financeiras, avaliando o impacto econômico de diferentes estratégias para apoiar a tomada de decisões da gestão. Colaboração Interdepartamental: Colaborar com as equipes de logística, armazenagem e transporte para entender as necessidades do negócio e fornecer suporte de dados. Comunicar os resultados das análises e recomendações à gestão, garantindo a implementação eficaz de decisões orientadas por dados. Treinamento e Orientação de Equipe: Treinar e orientar analistas de dados juniores, aprimorando as capacidades de análise de dados da equipe. Liderar a equipe na solução de problemas analíticos complexos, garantindo resultados de alta qualidade nas análises de dados. Projetar e monitorar indicadores-chave de desempenho (KPIs), como tempo de processamento, precisão dos pedidos, custos de transporte, entre outros, gerando relatórios analíticos periódicos que fornecem insights detalhados sobre o desempenho operacional. Utilizar ferramentas de visualização de dados (como Tableau, Power BI) para criar painéis dinâmicos, exibindo em tempo real o status operacional do centro de transbordo.;"A J&T Express é conhecida como uma das maiores empresas do setor de transportes de logística, entrega expressa, armazenamento e cadeia de suprimentos. Estamos presentes em 13 países, como Indonésia, Vietnã, Malásia, Filipinas, Tailândia, Cambodja, Singapura, China, Arábia Saudita, Emirados Árabes Unidos, México e Brasil. Nossos serviços alcançam mais de 2 bilhões de pessoas ao redor do mundo. Todos os dias fornecemos aos nossos clientes uma experiência de entrega expressa de excelente qualidade e eficiência, altamente confiável, trazendo mais benefícios às pessoas e fazendo com que elas aproveitem as transformações da economia digital.   Nossos números: 240 centros de transferências de larga escala; 1.000 equipamentos de triagem inteligente; 23.000 pontos de distribuição; 400.000 colaboradores; Nossos serviços atingem 2,5 bilhões de pessoas ao redor do mundo.  Venha construir um futuro melhor conosco!"
